depth	depth_interval	month	sea_basin	mean	std	count	max	min	median	95p	5p	99p	1p	25p	75p	mad	smad	min_depth	max_depth	flag1_lower	flag1_upper	flag2_lower	flag2_upper	flag3_lower	flag3_upper	min_range_value	max_range_value
10.0	7.5_12.5	3	20	6.62	2.92	20.0	17.14	4.64	5.42	10.35	4.71	15.78	4.65	5.04	7.21	0.64	0.95	7.5	12.5	4.47	9.9	3.9	12.58	3.33	15.26	0.0	22.98
10.0	7.5_12.5	5	20	3.31	1.4	20.0	6.14	0.36	3.33	6.07	1.85	6.13	0.66	2.36	3.8	0.82	1.22	7.5	12.5	0.9	4.5	0.0	5.21	0.0	5.91	0.0	8.94
10.0	7.5_12.5	6	20	1.96	1.4	29.0	5.57	0.11	1.93	4.25	0.23	5.22	0.12	0.64	2.57	1.14	1.69	7.5	12.5	0.0	3.53	0.0	4.49	0.0	5.45	0.0	8.37
10.0	7.5_12.5	7	20	1.45	0.98	26.0	4.07	0.36	1.32	3.02	0.36	3.82	0.36	0.61	2.07	0.75	1.11	7.5	12.5	0.0	3.19	0.0	4.32	0.0	5.44	0.0	6.03
10.0	7.5_12.5	8	20	1.31	0.94	39.0	3.5	0.07	1.0	3.04	0.14	3.47	0.09	0.57	2.04	0.64	0.95	7.5	12.5	0.0	3.6	0.0	5.16	0.0	6.72	0.0	5.38
15.0	12.5_17.5	5	20	3.38	1.36	36.0	6.96	0.5	3.29	5.48	1.48	6.58	0.75	2.71	4.0	0.68	1.0	12.5	17.5	1.84	5.06	0.97	6.13	0.1	7.2	0.0	9.68
15.0	12.5_17.5	6	20	2.5	1.38	40.0	5.93	0.36	2.43	5.29	0.56	5.68	0.36	1.6	3.14	0.75	1.11	12.5	17.5	0.36	4.2	0.0	5.27	0.0	6.34	0.0	8.69
15.0	12.5_17.5	7	20	2.24	0.88	19.0	3.93	0.36	2.14	3.48	1.0	3.84	0.49	1.72	3.0	0.57	0.85	12.5	17.5	1.09	4.29	0.46	5.58	0.0	6.87	0.0	5.69
15.0	12.5_17.5	8	20	2.02	0.93	47.0	4.21	0.36	2.0	3.77	0.54	4.11	0.36	1.36	2.43	0.57	0.84	12.5	17.5	0.4	3.08	0.0	3.72	0.0	4.37	0.0	6.07
15.0	12.5_17.5	10	20	2.86	0.82	27.0	5.21	1.71	2.57	4.3	1.78	5.01	1.73	2.36	3.25	0.5	0.74	12.5	17.5	2.04	4.27	1.73	5.29	1.42	6.31	0.07	6.85
20.0	17.5_22.5	7	20	2.15	0.82	16.0	3.86	0.71	1.98	3.75	0.98	3.84	0.77	1.79	2.52	0.36	0.53	17.5	22.5	1.5	3.33	1.22	4.14	0.94	4.95	0.0	5.5
